time,tweets
2018-07-31 18:14:51,"RT @eOrganiser: #NoConfidenceMotion #Opinion Ready to Hit the Ground

PM Modi’s hard-hitting and fact-filled reply to the debate in Parliam…"
2018-07-31 18:11:47,RT @DDNewsLive: BJP parliamentary party meet held today; PM @narendramodi felicitated for defeating the '#NoConfidenceMotion' brought on 20…
2018-07-31 18:06:35,"RT @deepikapadukom: @ImRo45 Who is your Favorite captain???

Retweet For #MSDhoni
Favorite For #ViratKohli
Like For #RohitSharma
Replay for…"
2018-07-31 18:04:04,RT @RohitSharmaINC: Our PM loves to hug many world leaders including Chinese President &amp; PM of Pakistan but not opposition biggest leader o…
2018-07-31 18:03:22,"RT @bsindia: @narendramodi takes a jibe at Congress over no-confidence motion, says he was ""thankful"" to the party for allowing him to expo…"
2018-07-31 17:58:18,"RT @Jayajiyajoya: Seriously.!!🤐😓😔
#PositiveVibesOnly
#NoConfidenceMotion
#J🌟 URL"
2018-07-31 17:55:40,"RT @YGaurav_: @narendramodi Its matter of shame for ""Rahul Gandhi"" and  CONgress . PM @narendramodi smashed them with his speech. #NoConfid…"
2018-07-31 17:51:43,"RT @ncbn: Initiating the #NoConfidenceMotion, @jaygalla comprehensively exposed injustice done to AP. On behalf of 5 Cr people of AP, we de…"
2018-07-31 17:50:16,RT @ncbn: This is a fight between majority and morality. We want the provisions of the Act and promises made to people of Andhra Pradesh du…
2018-07-31 17:48:54,RT @DDNewsLive: BJP parliamentary party meet held today; PM @narendramodi felicitated for defeating the '#NoConfidenceMotion' brought on 20…
2018-07-31 17:44:27,"RT @ncbn: I want to thank all the national and regional parties who supported us in our fight for justice, inspite of all the political bar…"
2018-07-31 17:39:35,RT @DDNewsLive: BJP parliamentary party meet held today; PM @narendramodi felicitated for defeating the '#NoConfidenceMotion' brought on 20…
2018-07-31 17:37:40,"RT @YGaurav_: No of seats - 544
Present no - 535
Seats required for majority - 268

Total BJP MP - 273
NDA - 311
NDA without shivsena - 293…"
2018-07-31 17:37:32,"RT @YGaurav_: @narendramodi Its matter of shame for ""Rahul Gandhi"" and  CONgress . PM @narendramodi smashed them with his speech. #NoConfid…"
2018-07-31 17:36:36,"RT @bsindia: @narendramodi takes a jibe at Congress over no-confidence motion, says he was ""thankful"" to the party for allowing him to expo…"
2018-07-31 17:35:00,"@narendramodi takes a jibe at Congress over no-confidence motion, says he was ""thankful"" to the party for allowing… URL"
2018-07-31 17:34:13,RT @DDNewsLive: BJP parliamentary party meet held today; PM @narendramodi felicitated for defeating the '#NoConfidenceMotion' brought on 20…
2018-07-31 17:32:13,"RT @YGaurav_: @narendramodi Its matter of shame for ""Rahul Gandhi"" and  CONgress . PM @narendramodi smashed them with his speech. #NoConfid…"
2018-07-31 17:31:01,RT @DDNewsLive: BJP parliamentary party meet held today; PM @narendramodi felicitated for defeating the '#NoConfidenceMotion' brought on 20…
2018-07-31 17:29:29,"RT @aiteea_India: @CMDBSNL @Secretary_DoT @manojsinhabjp @PMOIndia Difference in no of increment between two employee with a gap of 2 year,…"
2018-07-31 17:17:27,RT @DDNewsLive: BJP parliamentary party meet held today; PM @narendramodi felicitated for defeating the '#NoConfidenceMotion' brought on 20…
2018-07-31 17:16:48,RT @DDNewsLive: BJP parliamentary party meet held today; PM @narendramodi felicitated for defeating the '#NoConfidenceMotion' brought on 20…
2018-07-31 17:16:24,"RT @YGaurav_: @narendramodi Back in 1999 ; 

BJP -- 182  
CONgress -- 101 
other regional parties -- 101 seats. 

Atal Bihari Vajpayee ji w…"
2018-07-31 17:16:18,"RT @YGaurav_: @narendramodi Its matter of shame for ""Rahul Gandhi"" and  CONgress . PM @narendramodi smashed them with his speech. #NoConfid…"
2018-07-31 17:14:34,RT @DDNewsLive: BJP parliamentary party meet held today; PM @narendramodi felicitated for defeating the '#NoConfidenceMotion' brought on 20…
2018-07-31 17:06:10,"@NorthamptonBC have twisted, turned and squirmed all the way through this process, I don’t blame the officers I bla… URL"
2018-07-31 17:05:57,RT @DDNewsLive: BJP parliamentary party meet held today; PM @narendramodi felicitated for defeating the '#NoConfidenceMotion' brought on 20…
2018-07-31 17:03:06,RT @DDNewsLive: BJP parliamentary party meet held today; PM @narendramodi felicitated for defeating the '#NoConfidenceMotion' brought on 20…
2018-07-31 17:02:35,"RT @saandiippnayak: Meet the Famous Minds...
Newton- Extraordinary Mind Einstein- Genius Mind 
Bill Gates- Brilliant Mind 
And then comes
R…"
2018-07-31 17:02:31,"RT @saandiippnayak: Call me Pappu, I will have no hatred, anger for you, says Rahul Gandhi before hugging Narendra Modi.
Me To Awara Pagal…"
2018-07-31 17:02:14,RT @saandiippnayak: This is precisely why Congress and the other opposition parties are so aggressively opposing PM Modi. Against such achi…
2018-07-31 17:02:09,RT @saandiippnayak: Mahachorgatbandhan must answer the Nation that when they didn't have the numbers with them then why did they bring the…
2018-07-31 17:01:55,RT @saandiippnayak: Rahul Gandhi is an embarrassment not just to the country but even to his own party.Time has come when someone from Cong…
2018-07-31 17:00:29,RT @DDNewsLive: BJP parliamentary party meet held today; PM @narendramodi felicitated for defeating the '#NoConfidenceMotion' brought on 20…
2018-07-31 16:58:56,RT @DDNewsLive: BJP parliamentary party meet held today; PM @narendramodi felicitated for defeating the '#NoConfidenceMotion' brought on 20…
2018-07-31 16:56:18,RT @DDNewsLive: BJP parliamentary party meet held today; PM @narendramodi felicitated for defeating the '#NoConfidenceMotion' brought on 20…
2018-07-31 16:55:10,RT @get_santosh: #NoConfidenceMotion MPs who voted against are idiot sycophants of single family. #IndianNationalCongress #INC You have bec…
2018-07-31 16:53:57,RT @DDNewsLive: BJP parliamentary party meet held today; PM @narendramodi felicitated for defeating the '#NoConfidenceMotion' brought on 20…
2018-07-31 16:52:36,RT @DDNewsLive: BJP parliamentary party meet held today; PM @narendramodi felicitated for defeating the '#NoConfidenceMotion' brought on 20…
2018-07-31 16:52:22,RT @DDNewsLive: BJP parliamentary party meet held today; PM @narendramodi felicitated for defeating the '#NoConfidenceMotion' brought on 20…
2018-07-31 16:51:54,RT @DDNewsLive: BJP parliamentary party meet held today; PM @narendramodi felicitated for defeating the '#NoConfidenceMotion' brought on 20…
2018-07-31 16:50:27,RT @DDNewsLive: BJP parliamentary party meet held today; PM @narendramodi felicitated for defeating the '#NoConfidenceMotion' brought on 20…
2018-07-31 16:49:25,RT @DDNewsLive: BJP parliamentary party meet held today; PM @narendramodi felicitated for defeating the '#NoConfidenceMotion' brought on 20…
2018-07-31 16:49:08,RT @DDNewsLive: BJP parliamentary party meet held today; PM @narendramodi felicitated for defeating the '#NoConfidenceMotion' brought on 20…
2018-07-31 16:47:30,RT @DDNewsLive: BJP parliamentary party meet held today; PM @narendramodi felicitated for defeating the '#NoConfidenceMotion' brought on 20…
2018-07-31 16:46:17,RT @DDNewsLive: BJP parliamentary party meet held today; PM @narendramodi felicitated for defeating the '#NoConfidenceMotion' brought on 20…
2018-07-31 16:46:17,This should be watched by anyone who reads a tabloid and by all MPs: URL #NoConfidenceMotion… URL
2018-07-31 16:46:12,RT @DDNewsLive: BJP parliamentary party meet held today; PM @narendramodi felicitated for defeating the '#NoConfidenceMotion' brought on 20…
2018-07-31 16:46:05,RT @DDNewsLive: BJP parliamentary party meet held today; PM @narendramodi felicitated for defeating the '#NoConfidenceMotion' brought on 20…
2018-07-31 16:45:46,"RT @WoldolfNair: What a day! Enjoyed watching the #NoConfidenceMotion 

@RahulGandhi @narendramodi URL"
2018-07-31 16:45:40,RT @DDNewsLive: BJP parliamentary party meet held today; PM @narendramodi felicitated for defeating the '#NoConfidenceMotion' brought on 20…
2018-07-31 16:44:51,RT @DDNewsLive: BJP parliamentary party meet held today; PM @narendramodi felicitated for defeating the '#NoConfidenceMotion' brought on 20…
2018-07-31 16:43:56,RT @DDNewsLive: BJP parliamentary party meet held today; PM @narendramodi felicitated for defeating the '#NoConfidenceMotion' brought on 20…
2018-07-31 16:42:33,"RT @BRTram_meenaG: Rupee &amp; PM loosing it's value, ever lowest in history of India.
#NoConfidenceMotion"
2018-07-31 16:42:31,"RT @BRTram_meenaG: People lost confidence in PM and Rupee simultaneously!. 
PM &amp; Rupee just have numbers, no confidence and no value at all…"
2018-07-31 16:42:28,RT @BRTram_meenaG: In each session since last 4 years if opposition questions over law and order situation of the country. Every time Rajna…
2018-07-31 16:42:25,"RT @BRTram_meenaG: If there was a Olympic medal for whataboutery then BJP minister's will win all medals. 
I have ZERO confidence in Rajnat…"
2018-07-31 16:42:21,RT @BRTram_meenaG: To justify mob lynchings of  21st century Rajnath Singh digging 20th century.... Stupidest moment of the year!!!! #NoCon…
2018-07-31 16:41:27,BJP parliamentary party meet held today; PM @narendramodi felicitated for defeating the '#NoConfidenceMotion' broug… URL
2018-07-31 16:40:20,RT @diptidange: @ghost22090440 @ankurshah077077 @Rppatel40 @rclcpa4 @Prakash12Joshi @Mukeshreal02 @mahendra24_ @wani_darshan @Rakesh25182 @…
2018-07-31 16:40:06,"RT @WoldolfNair: What a day! Enjoyed watching the #NoConfidenceMotion 

@RahulGandhi @narendramodi URL"
2018-07-31 16:33:05,RT @BJP4India: PM Modi is addressing the Parliament on #NoConfidenceMotion. Watch at URL #IndiaTrustsModi URL
2018-07-31 16:33:05,RT @BJP4India: We cannot thank you enough for the entertainment! #NoConfidenceMotion URL
2018-07-31 16:30:37,"RT @ncbn: Initiating the #NoConfidenceMotion, @jaygalla comprehensively exposed injustice done to AP. On behalf of 5 Cr people of AP, we de…"
2018-07-31 16:30:09,RT @ncbn: This is a fight between majority and morality. We want the provisions of the Act and promises made to people of Andhra Pradesh du…
2018-07-31 16:29:45,RT @ncbn: We moved #NoConfidenceMotion against the centre after all our efforts to seek the centre’s support failed. NDA govt has repeatedl…
2018-07-31 16:29:21,"RT @ncbn: I want to thank all the national and regional parties who supported us in our fight for justice, inspite of all the political bar…"
2018-07-31 16:18:32,"RT @mocktale456: #IndiaTrustsModi #NoConfidenceMotion

Happiness is hearing pappu calling himself ""pappu"" 😇😁😊😌"
2018-07-31 16:18:05,"RT @YGaurav_: @narendramodi Back in 1999 ; 

BJP -- 182  
CONgress -- 101 
other regional parties -- 101 seats. 

Atal Bihari Vajpayee ji w…"
2018-07-31 16:09:06,"RT @abhishkJntrMnt: #खट्टर_का_काला_चिठ्ठा  
#NoConfidenceMotion
@HarshadeSilvaMP @MohamedNasheed @NalakaG @akashbanerjee @hmtvlive @TV9Telu…"
2018-07-31 16:08:28,"@ncbn @vizaggoap WOw nice sir.

#APDemandsJustice #NoConfidenceMotion #TDP #ChandrababuNaidu #TeluguDesamParty… URL"
2018-07-31 16:08:15,"RT @chanderkent: We, d 50000 flatowners of Amrapali projects in Noida &amp; Gr Noida also give a #NoConfidenceMotion notice 2 d BJP Govt at cen…"
2018-07-31 16:04:14,"RT @YGaurav_: @narendramodi Back in 1999 ; 

BJP -- 182  
CONgress -- 101 
other regional parties -- 101 seats. 

Atal Bihari Vajpayee ji w…"
2018-07-31 15:47:44,"RT @eOrganiser: #NoConfidenceMotion #Opinion Ready to Hit the Ground

PM Modi’s hard-hitting and fact-filled reply to the debate in Parliam…"
2018-07-31 15:41:59,"RT @eOrganiser: #NoConfidenceMotion #Opinion Ready to Hit the Ground

PM Modi’s hard-hitting and fact-filled reply to the debate in Parliam…"
2018-07-31 15:39:49,"RT @abhishkJntrMnt: #NoConfidenceMotion
@IndiaToday @abpnewstv @IYCUttarakhand @loksabhatv @yschowdary @akhileshanandd @SudhanshuBJP @Sandi…"
2018-07-31 15:39:20,"RT @abhishkJntrMnt: #खट्टर_का_काला_चिठ्ठा  
#NoConfidenceMotion
@HarshadeSilvaMP @MohamedNasheed @NalakaG @akashbanerjee @hmtvlive @TV9Telu…"
2018-07-31 15:16:07,@SitaramYechury The people you are talking about are defenitely not Indian voters or how could BJP continue its win… URL
2018-07-31 15:06:59,"RT @eOrganiser: #NoConfidenceMotion #Opinion Ready to Hit the Ground

PM Modi’s hard-hitting and fact-filled reply to the debate in Parliam…"
2018-07-31 15:03:46,"RT @KPadmaRani1: #TRS obstained from voting during #NoConfidenceMotion
It's a clear indication that they are allies 

@INCTelangana
@UttamT…"
2018-07-31 15:02:54,"RT @jarurisuchna2: #NoConfidenceMotion
@mlkhattar Govt. and IG Anil Rao is responsible for Barwala Scandal 2014.
In police proceedings 6 pe…"
2018-07-31 14:50:41,"RT @jarurisuchna2: #NoConfidenceMotion
@mlkhattar Govt. and IG Anil Rao is responsible for Barwala Scandal 2014.
In police proceedings 6 pe…"
2018-07-31 14:45:59,"RT @ncbn: Initiating the #NoConfidenceMotion, @jaygalla comprehensively exposed injustice done to AP. On behalf of 5 Cr people of AP, we de…"
2018-07-31 14:31:49,RT @RubikaLiyaquat: PM Modi speaks in the house on #NoConfidenceMotion  URL
2018-07-31 14:29:33,"RT @saandiippnayak: Meet the Famous Minds...
Newton- Extraordinary Mind Einstein- Genius Mind 
Bill Gates- Brilliant Mind 
And then comes
R…"
2018-07-31 14:29:29,"RT @saandiippnayak: Call me Pappu, I will have no hatred, anger for you, says Rahul Gandhi before hugging Narendra Modi.
Me To Awara Pagal…"
2018-07-31 14:29:09,RT @saandiippnayak: This is precisely why Congress and the other opposition parties are so aggressively opposing PM Modi. Against such achi…
2018-07-31 14:29:01,RT @saandiippnayak: Mahachorgatbandhan must answer the Nation that when they didn't have the numbers with them then why did they bring the…
2018-07-31 14:28:46,RT @saandiippnayak: Rahul Gandhi is an embarrassment not just to the country but even to his own party.Time has come when someone from Cong…
2018-07-31 14:28:13,RT @ncbn: This is a fight between majority and morality. We want the provisions of the Act and promises made to people of Andhra Pradesh du…
2018-07-31 14:25:57,RT @TiimesHow: Breaking News : Chaos within Congress Party as Rahul Gandhi's script document is missing ahead of his speech in #NoConfidenc…
2018-07-31 14:25:30,"RT @TiimesHow: Just In : ""So what if Rahul Gandhi Ji lost the #NoConfidenceMotion today. Atleast he proved that his charm, aura &amp; impact is…"
2018-07-31 14:18:40,RT @AartiDasiDasi1: @abhishkJntrMnt @UnionBudget2018 @FinancialXpress @HindiJKR @Reuters @AITCofficial @tv9kannada @Aagan86 @ETPolitics @CN…
2018-07-31 14:18:08,"RT @abhishkJntrMnt: #NoConfidenceMotion
@IndiaToday @abpnewstv @IYCUttarakhand @loksabhatv @yschowdary @akhileshanandd @SudhanshuBJP @Sandi…"
2018-07-31 14:17:57,"RT @abhishkJntrMnt: #NoConfidenceMotion
@INCIndiaLive @pvssarma @ANI @MinhazMerchant @sunetrac @IYC @akhileshsharma1 
@SharmaKhemchand @Kap…"
2018-07-31 14:14:24,"RT @KPadmaRani1: #TRS obstained from voting during #NoConfidenceMotion
It's a clear indication that they are allies 

@INCTelangana
@UttamT…"
2018-07-31 13:56:42,RT @ncbn: This is a fight between majority and morality. We want the provisions of the Act and promises made to people of Andhra Pradesh du…
2018-07-31 13:46:07,RT @Oommen_Chandy: Yet another day in Parliament when PM Modi avoids critical issues put forth by @RahulGandhi by replying with lies &amp; rhet…
2018-07-31 13:41:42,"RT @YGaurav_: @narendramodi Back in 1999 ; 

BJP -- 182  
CONgress -- 101 
other regional parties -- 101 seats. 

Atal Bihari Vajpayee ji w…"
2018-07-31 13:34:49,"The Tale Of A Hug
A study on the No Confidence Motion which took place on 20th July, 2018 and turned into an act of… URL"
2018-07-31 13:32:21,"The Tale Of A Hug
A study on the No Confidence Motion which took place on 20th July, 2018 and turned into an act of… URL"
2018-07-31 13:25:05,RT @BJP4India: PM Modi is addressing the Parliament on #NoConfidenceMotion. Watch at URL #IndiaTrustsModi URL
2018-07-31 13:20:59,"RT @Misandry_Kills: #NoConfidenceMotion
#RahulHugsModi
#Rahulspeaks

Will #Modi app add these features on #MenKiBaat ??

Our #MannKiBaat…"
2018-07-31 13:16:20,"RT @Misandry_Kills: #NoConfidenceMotion
#RahulHugsModi
#Rahulspeaks

Will #Modi app add these features on #MenKiBaat ??

Our #MannKiBaat…"
2018-07-31 13:12:44,"RT @YGaurav_: @narendramodi Its matter of shame for ""Rahul Gandhi"" and  CONgress . PM @narendramodi smashed them with his speech. #NoConfid…"
2018-07-31 13:11:25,"#TRS obstained from voting during #NoConfidenceMotion
It's a clear indication that they are allies 

@INCTelangana… URL"
2018-07-31 13:05:21,RT @varunpuri1984: I thank you @RahulGandhi for for the entertainment for the day . It was real treat to see you speak in parliament . Now…
2018-07-31 12:58:35,RT @varunpuri1984: I thank you @RahulGandhi for for the entertainment for the day . It was real treat to see you speak in parliament . Now…
2018-07-31 12:38:15,"RT @danishabrar2016: Remarkable, historical speech of @INCIndia President Shri #RahulGandhi ji.
#NoConfidenceMotion"
2018-07-31 12:38:12,RT @INCIndia: Congress President @RahulGandhi addresses the Parliament during the #NoConfidenceMotion URL
2018-07-31 12:37:25,RT @BJP4India: PM Modi is addressing the Parliament on #NoConfidenceMotion. Watch at URL #IndiaTrustsModi URL
2018-07-31 12:30:25,"RT @YGaurav_: @narendramodi Its matter of shame for ""Rahul Gandhi"" and  CONgress . PM @narendramodi smashed them with his speech. #NoConfid…"
2018-07-31 12:30:18,"RT @YGaurav_: @narendramodi Back in 1999 ; 

BJP -- 182  
CONgress -- 101 
other regional parties -- 101 seats. 

Atal Bihari Vajpayee ji w…"
2018-07-31 12:25:00,"RT @ndtv: WATCH | PM @NarendraModi mocks @RahulGandhi's wink in Lok Sabha

Read more here: URL
#NoConfidenceMotion http…"
2018-07-31 12:18:06,#BJP lying blatantly through the LS debate during #NoConfidenceMotion and all their lies should be explained to gen… URL
2018-07-31 12:17:49,"RT @YGaurav_: @narendramodi Its matter of shame for ""Rahul Gandhi"" and  CONgress . PM @narendramodi smashed them with his speech. #NoConfid…"
2018-07-31 12:17:43,"RT @YGaurav_: @narendramodi Back in 1999 ; 

BJP -- 182  
CONgress -- 101 
other regional parties -- 101 seats. 

Atal Bihari Vajpayee ji w…"
2018-07-31 12:17:23,"RT @eOrganiser: #NoConfidenceMotion #Opinion Ready to Hit the Ground

PM Modi’s hard-hitting and fact-filled reply to the debate in Parliam…"
2018-07-31 12:12:42,RT @INCIndia: Congress President @RahulGandhi addresses the Parliament during the #NoConfidenceMotion URL
2018-07-31 12:12:36,"RT @danishabrar2016: Remarkable, historical speech of @INCIndia President Shri #RahulGandhi ji.
#NoConfidenceMotion"
2018-07-31 12:09:09,"RT @moneycontrolcom: Thankful to #Congress for letting me expose opposition's hollowness, says PM @narendramodi on #NoConfidenceMotion 
htt…"
2018-07-31 11:56:07,RT @BJP4India: PM Modi is addressing the Parliament on #NoConfidenceMotion. Watch at URL #IndiaTrustsModi URL
2018-07-31 11:49:23,"RT @pbhushan1: With BJP whip to MPs, the #NoConfidenceMotion will not determine the immediate survival of this govt, but will show the coun…"
2018-07-31 11:45:16,"RT @IndianExpress: From #AssamNRC to #NoConfidenceMotion, 
here is the list of the most significant events that had happened in July
https:…"
2018-07-31 11:40:30,"From #AssamNRC to #NoConfidenceMotion, 
here is the list of the most significant events that had happened in July
URL"
2018-07-31 11:40:19,"RT @RuchiraC: Moment of the Day! #BhookampAaGaya 
#KyaHuaTeraVaada #NoConfidenceMotion URL"
2018-07-31 11:37:06,"RT @flysuhail: Issues Rahul Gandhi  raised in his speech-
-Rafael Deal
-Low Employment Rate
-Doklam Standoff
-Modi's China visit
-Crony cap…"
2018-07-31 11:29:47,"RT @pbhushan1: With BJP whip to MPs, the #NoConfidenceMotion will not determine the immediate survival of this govt, but will show the coun…"
2018-07-31 11:27:56,"RT @RuchiraC: Moment of the Day! #BhookampAaGaya 
#KyaHuaTeraVaada #NoConfidenceMotion URL"
2018-07-31 11:27:09,"RT @YGaurav_: @narendramodi Its matter of shame for ""Rahul Gandhi"" and  CONgress . PM @narendramodi smashed them with his speech. #NoConfid…"
2018-07-31 11:27:00,"RT @YGaurav_: @narendramodi Back in 1999 ; 

BJP -- 182  
CONgress -- 101 
other regional parties -- 101 seats. 

Atal Bihari Vajpayee ji w…"
2018-07-31 11:23:47,"Useless PM ! May have won the #NoConfidenceMotion yet @RahulGandhi stole the show &amp; Modi, the moron does not even r… URL"
2018-07-31 11:14:22,"RT @moneycontrolcom: Thankful to #Congress for letting me expose opposition's hollowness, says PM @narendramodi on #NoConfidenceMotion 
htt…"
2018-07-31 10:54:24,RT @moliticsindia: #PrimeMinister @narendramodi was congratulated by his colleagues with laddoos as the ruling @BJP4India's lawmakers held…
2018-07-31 10:52:41,RT @moliticsindia: #PrimeMinister @narendramodi was congratulated by his colleagues with laddoos as the ruling @BJP4India's lawmakers held…
2018-07-31 10:46:31,"RT @ncbn: I want to thank all the national and regional parties who supported us in our fight for justice, inspite of all the political bar…"
2018-07-31 10:43:15,RT @moliticsindia: #PrimeMinister @narendramodi was congratulated by his colleagues with laddoos as the ruling @BJP4India's lawmakers held…
2018-07-31 10:31:40,"RT @eOrganiser: #NoConfidenceMotion #Opinion Ready to Hit the Ground

PM Modi’s hard-hitting and fact-filled reply to the debate in Parliam…"
2018-07-31 10:22:47,RT @moliticsindia: #PrimeMinister @narendramodi was congratulated by his colleagues with laddoos as the ruling @BJP4India's lawmakers held…
2018-07-31 10:18:34,RT @moliticsindia: #PrimeMinister @narendramodi was congratulated by his colleagues with laddoos as the ruling @BJP4India's lawmakers held…
2018-07-31 10:16:27,RT @moliticsindia: #PrimeMinister @narendramodi was congratulated by his colleagues with laddoos as the ruling @BJP4India's lawmakers held…
2018-07-31 10:13:03,RT @moliticsindia: #PrimeMinister @narendramodi was congratulated by his colleagues with laddoos as the ruling @BJP4India's lawmakers held…
2018-07-31 09:58:38,"RT @subtel1: @1tara1 All part of the 1922 Committee's plan, that's why she needs to go. #MayMustGoNow #NoConfidenceMotion"
2018-07-31 09:50:10,"RT @rssurjewala: A frustrated BJP is playing a 3D Game on Rafale –‘Diversion’, ‘Damning Lies’ &amp; ‘Deception’

Modi Govt and Defence Minister…"
2018-07-31 09:38:39,"RT @eOrganiser: #NoConfidenceMotion #Opinion Ready to Hit the Ground

PM Modi’s hard-hitting and fact-filled reply to the debate in Parliam…"
2018-07-31 09:31:13,"RT @eOrganiser: #NoConfidenceMotion #Opinion Ready to Hit the Ground

PM Modi’s hard-hitting and fact-filled reply to the debate in Parliam…"
2018-07-31 09:17:29,"RT @eOrganiser: #NoConfidenceMotion #Opinion Ready to Hit the Ground

PM Modi’s hard-hitting and fact-filled reply to the debate in Parliam…"
2018-07-31 09:13:22,Hahaha 🤣 Clarify the #NoConfidenceMotion first! URL
2018-07-31 09:11:36,"RT @eOrganiser: #NoConfidenceMotion #Opinion Ready to Hit the Ground

PM Modi’s hard-hitting and fact-filled reply to the debate in Parliam…"
2018-07-31 09:10:11,"RT @eOrganiser: #NoConfidenceMotion #Opinion Ready to Hit the Ground

PM Modi’s hard-hitting and fact-filled reply to the debate in Parliam…"
2018-07-31 09:09:42,RT @IshwarParmarMLA: Heartiest congratulations to our Hon'ble PM Shri @narendramodi as the #NoConfidenceMotion stands defeated &amp; NDA wins w…
2018-07-31 09:06:11,#PrimeMinister @narendramodi was congratulated by his colleagues with laddoos as the ruling @BJP4India's lawmakers… URL
2018-07-31 09:05:56,"RT @ncbn: Initiating the #NoConfidenceMotion, @jaygalla comprehensively exposed injustice done to AP. On behalf of 5 Cr people of AP, we de…"
2018-07-31 09:05:23,"RT @eOrganiser: #NoConfidenceMotion #Opinion Ready to Hit the Ground

PM Modi’s hard-hitting and fact-filled reply to the debate in Parliam…"
2018-07-31 09:04:47,"RT @YGaurav_: @narendramodi Its matter of shame for ""Rahul Gandhi"" and  CONgress . PM @narendramodi smashed them with his speech. #NoConfid…"
2018-07-31 09:02:25,RT @ncbn: This is a fight between majority and morality. We want the provisions of the Act and promises made to people of Andhra Pradesh du…
2018-07-31 08:57:20,"RT @eOrganiser: #NoConfidenceMotion #Opinion Ready to Hit the Ground

PM Modi’s hard-hitting and fact-filled reply to the debate in Parliam…"
2018-07-31 08:56:11,"RT @ncbn: I want to thank all the national and regional parties who supported us in our fight for justice, inspite of all the political bar…"
2018-07-31 08:50:03,#Tory members didn't even get the opportunity to vote for her in the leadership ballot.  The 1922 Committee made su… URL
2018-07-31 08:47:54,"RT @roopsinghchadar: Congress President @RahulGandhi addresses the Parliament during the #NoConfidenceMotion 
@vidyarthee @KBByju @OfficeOf…"
2018-07-31 08:47:08,RT @IshwarParmarMLA: Heartiest congratulations to our Hon'ble PM Shri @narendramodi as the #NoConfidenceMotion stands defeated &amp; NDA wins w…
2018-07-31 08:43:14,RT @ANI: #WATCH LIVE: Congress President Rahul Gandhi speaking during #NoConfidenceMotion debate in Lok Sabha URL
2018-07-31 08:41:48,"RT @moneycontrolcom: Thankful to #Congress for letting me expose opposition's hollowness, says PM @narendramodi on #NoConfidenceMotion 
htt…"
2018-07-31 08:40:50,"RT @RoshanKrRai: Today is a wonderful day to repeat this - 

Manmohan Singh came from a more troubled and poor family than @narendramodi. H…"
2018-07-31 08:30:38,"RT @eOrganiser: #NoConfidenceMotion #Opinion Ready to Hit the Ground

PM Modi’s hard-hitting and fact-filled reply to the debate in Parliam…"
2018-07-31 08:20:12,RT @TigerRajaSingh: #NoConfidenceMotion defeated #IndiaTrustsModi
2018-07-31 08:14:34,RT @ncbn: This is a fight between majority and morality. We want the provisions of the Act and promises made to people of Andhra Pradesh du…
2018-07-31 08:12:25,"RT @eOrganiser: #NoConfidenceMotion #Opinion Ready to Hit the Ground

PM Modi’s hard-hitting and fact-filled reply to the debate in Parliam…"
2018-07-31 08:12:23,PM #NarendraModi was congratulated by his colleagues with laddoos as the ruling BJP's lawmakers held their first me… URL
2018-07-31 08:08:53,"RT @ncbn: I want to thank all the national and regional parties who supported us in our fight for justice, inspite of all the political bar…"
2018-07-31 08:08:29,@Shehzad_Ind sir during reply on #NoConfidenceMotion PM Modi ji replied on Ankh milane wale logon ka congress ne ky… URL
2018-07-31 08:04:14,Thankful to #Congress for letting me #expose #opposition's #hollowness: #PM on #NoConfidenceMotion… URL
2018-07-31 08:03:04,"RT @ncbn: I want to thank all the national and regional parties who supported us in our fight for justice, inspite of all the political bar…"
2018-07-31 08:01:43,"#NoConfidenceMotion #Opinion Ready to Hit the Ground

PM Modi’s hard-hitting and fact-filled reply to the debate in… URL"
2018-07-31 07:57:55,"RT @moneycontrolcom: Thankful to #Congress for letting me expose opposition's hollowness, says PM @narendramodi on #NoConfidenceMotion 
htt…"
2018-07-31 07:56:24,"RT @moneycontrolcom: Thankful to #Congress for letting me expose opposition's hollowness, says PM @narendramodi on #NoConfidenceMotion 
htt…"
2018-07-31 07:55:54,"RT @moneycontrolcom: Thankful to #Congress for letting me expose opposition's hollowness, says PM @narendramodi on #NoConfidenceMotion 
htt…"
2018-07-31 07:54:53,"RT @aphealth_drink: @ncbn @vizaggoap Sir @narendramodi ji we need Oscar awards . My jokers Siva Prasad 🎅is a best  actors. 😁👌
#NoConfidence…"
2018-07-31 07:54:48,"RT @moneycontrolcom: Thankful to #Congress for letting me expose opposition's hollowness, says PM @narendramodi on #NoConfidenceMotion 
htt…"
2018-07-31 07:54:20,"RT @moneycontrolcom: Thankful to #Congress for letting me expose opposition's hollowness, says PM @narendramodi on #NoConfidenceMotion 
htt…"
2018-07-31 07:54:07,"RT @moneycontrolcom: Thankful to #Congress for letting me expose opposition's hollowness, says PM @narendramodi on #NoConfidenceMotion 
htt…"
2018-07-31 07:53:59,"RT @aphealth_drink: @ncbn @vizaggoap Sir @narendramodi ji we need Oscar awards . My jokers Siva Prasad 🎅is a best  actors. 😁👌
#NoConfidence…"
2018-07-31 07:52:28,"Thankful to #Congress for letting me expose opposition's hollowness, says PM @narendramodi on #NoConfidenceMotion 
URL"
2018-07-31 07:43:54,"Retweeted DNA (@dna):

#NoConfidenceMotion: Thankful to Congress for letting me expose opposition's hollowness, say… URL"
