time,tweets
2018-08-04 15:13:56,"RT @akshatligga: Whatever the agenda, whichever side you are on. If you're blindly lauding Rahul Gandhi for his excuse of a speech, you're…"
2018-08-04 15:13:42,"RT @NeetuGarg6: Watched @RahulGandhi ‘s speech in Office canteen while having buffet lunch with around 100 colleagues. On a serious note, s…"
2018-08-04 15:06:53,RT @pradip103: Tally of 325 is more than what NDA Have currently. PM @narendramodi led NDA has got more numbers than what they got in 2014.…
2018-08-04 14:44:47,RT @SheilaDikshit_: Congratulations @RahulGandhi for your stellar performance in the Lok Sabha. God bless you. #NoConfidenceMotion #RahulGa…
2018-08-04 14:34:39,RT @surnell: Look at this #ChaNa supporter going for a toss just like what happened to his misadventure called #NoConfidenceMotion @ncbn ht…
2018-08-04 14:04:27,RT @AditiSinghINC: #RahulHugsModi Rahul Gandhi Ji sets the Gold Standard of politics by walking the talk with Love/Compassion Not HATE/BIGO…
2018-08-04 13:55:16,"RT @MomentumCV: Non, Madame! President Macron would have preferred to be jollying with Boris Johnson. Mrs Maybot is a dangerous joke. We kn…"
2018-08-04 13:48:29,RT @surnell: Look at this #ChaNa supporter going for a toss just like what happened to his misadventure called #NoConfidenceMotion @ncbn ht…
2018-08-04 13:40:16,"RT @SirRanveerKapur: Kids Hug their favorite Politician to show love

Taare Zameen Par😜😍😍
#NoConfidenceMotion URL"
2018-08-04 13:28:32,"RT @iamnikhilnanda: Shiv Sena abstained from support in #NoConfidenceMotion, but @narendramodi govt won with high majority. Its resistance…"
2018-08-04 13:24:54,"RT @zairawasims: Good Morning everyone 🌿🌺
❤️❤️❤️

#NoConfidenceMotion #Dhadak #GSTCouncilMeet #Zero #Bharat
#AamirKhan #ThugsOfHindostan #Z…"
2018-08-04 13:23:32,RT @surnell: Look at this #ChaNa supporter going for a toss just like what happened to his misadventure called #NoConfidenceMotion @ncbn ht…
2018-08-04 13:23:20,RT @_anujsinghal: PM Modi finally addressing what should be common knowledge. The indiscriminate lending of post 2008 era the basic crux of…
2018-08-04 13:21:41,"RT @MomentumCV: Non, Madame! President Macron would have preferred to be jollying with Boris Johnson. Mrs Maybot is a dangerous joke. We kn…"
2018-08-04 13:16:23,"RT @iamindiangirl: Indian public be like -
""we won't vote BJP (@BJP4India) for not solving all the problems in 4years, but we will vote Con…"
2018-08-04 13:14:06,"RT @iamindiangirl: Indian public be like -
""we won't vote BJP (@BJP4India) for not solving all the problems in 4years, but we will vote Con…"
2018-08-04 13:10:14,"Indian public be like -
""we won't vote BJP (@BJP4India) for not solving all the problems in 4years, but we will vot… URL"
2018-08-04 12:32:20,RT @pradip103: Tally of 325 is more than what NDA Have currently. PM @narendramodi led NDA has got more numbers than what they got in 2014.…
2018-08-04 12:27:36,"RT @MomentumCV: Non, Madame! President Macron would have preferred to be jollying with Boris Johnson. Mrs Maybot is a dangerous joke. We kn…"
2018-08-04 12:15:54,"RT @MomentumCV: Non, Madame! President Macron would have preferred to be jollying with Boris Johnson. Mrs Maybot is a dangerous joke. We kn…"
2018-08-04 12:12:15,RT @gauravcsawant: voice of India will be heard in Parliament. India is not just about economic story. India is also about social construct…
2018-08-04 11:47:34,RT @smitabarooah: So mitron? You still need more reasons to vote him back in 2019? 😉 #NoConfidenceMotion
2018-08-04 11:44:59,"Statistics tells you how we miss sehwag-dravid-laxman-sachin top order inspite of Kohli ! 🙃🙃
#INDvsENG #test… URL"
2018-08-04 11:21:39,"RT @MomentumCV: Non, Madame! President Macron would have preferred to be jollying with Boris Johnson. Mrs Maybot is a dangerous joke. We kn…"
2018-08-04 11:21:12,RT @surnell: Look at this #ChaNa supporter going for a toss just like what happened to his misadventure called #NoConfidenceMotion @ncbn ht…
2018-08-04 11:15:01,Look at this #ChaNa supporter going for a toss just like what happened to his misadventure called… URL
2018-08-04 11:06:50,RT @BJP4India: We cannot thank you enough for the entertainment! #NoConfidenceMotion URL
2018-08-04 10:57:38,"RT @MomentumCV: Non, Madame! President Macron would have preferred to be jollying with Boris Johnson. Mrs Maybot is a dangerous joke. We kn…"
2018-08-04 10:49:41,"RT @mvmeet: Those who watched Parliamentary Affairs on #NoConfidenceMotion Day will now understand
- What is FAKE and PAID News by reading…"
2018-08-04 10:48:21,"RT @abhishkJntrMnt: Rahul Gandhi
#NoConfidenceMotion
Watch how the the honest soldier is wrongly framed into the Sedition case.
#फौजी_का_अप…"
2018-08-04 10:42:29,"RT @MomentumCV: Non, Madame! President Macron would have preferred to be jollying with Boris Johnson. Mrs Maybot is a dangerous joke. We kn…"
2018-08-04 10:40:01,"RT @RituRahul: #NoConfidenceMotion 
Arrogant @narendramodi ji did not even stand up! URL"
2018-08-04 10:32:37,"RT @MomentumCV: Non, Madame! President Macron would have preferred to be jollying with Boris Johnson. Mrs Maybot is a dangerous joke. We kn…"
2018-08-04 10:25:48,"RT @Mirchi9: #KCR Gets No Invitation from #MamataBanerjee 

In the subsequent days, it appeared like KCR is favoring #BJP and his #TRS part…"
2018-08-04 10:24:45,"#KCR Gets No Invitation from #MamataBanerjee 

In the subsequent days, it appeared like KCR is favoring #BJP and hi… URL"
2018-08-04 10:13:21,"RT @mvmeet: Those who watched Parliamentary Affairs on #NoConfidenceMotion Day will now understand
- What is FAKE and PAID News by reading…"
2018-08-04 09:56:27,"RT @MomentumCV: Non, Madame! President Macron would have preferred to be jollying with Boris Johnson. Mrs Maybot is a dangerous joke. We kn…"
2018-08-04 09:25:00,RT @diptidange: @ghost22090440 @ankurshah077077 @Rppatel40 @rclcpa4 @Prakash12Joshi @Mukeshreal02 @mahendra24_ @wani_darshan @Rakesh25182 @…
2018-08-04 09:20:12,"RT @MomentumCV: Non, Madame! President Macron would have preferred to be jollying with Boris Johnson. Mrs Maybot is a dangerous joke. We kn…"
2018-08-04 09:07:15,"@GVLNRAO Mr @RahulGandhi  on #NoConfidenceMotion says I can understand @GallaJaydev feelings and moves on, not a si… URL"
2018-08-04 09:01:29,RT @BJP4India: We cannot thank you enough for the entertainment! #NoConfidenceMotion URL
2018-08-04 08:56:57,"RT @abhishkJntrMnt: Rahul Gandhi
#NoConfidenceMotion
Watch how the the honest soldier is wrongly framed into the Sedition case.
#फौजी_का_अप…"
2018-08-04 08:46:58,"RT @MomentumCV: Non, Madame! President Macron would have preferred to be jollying with Boris Johnson. Mrs Maybot is a dangerous joke. We kn…"
2018-08-04 08:44:21,"RT @ndtv: As the #NoConfidenceMotion debate continues, here's a comparison of voter support for government and opposition. 

Special covera…"
2018-08-04 08:31:06,"RT @MomentumCV: Non, Madame! President Macron would have preferred to be jollying with Boris Johnson. Mrs Maybot is a dangerous joke. We kn…"
2018-08-04 08:27:07,"RT @Krish_Sachinist: 4 Yrs Ago Promise : Achhe Din, Bikash, 2cr job/yr ,Make in India, 15 lakh, Black Money, Kashmir issue , Stand Up India…"
2018-08-04 08:03:51,RT @Arrtteemis: #modi boat has SUNK with #NoConfidenceMotion ...&amp;along with him #bjpparty too. The #Piratemodi has already jumped on to #Ga…
2018-08-04 07:55:25,@EastIndiaComedy @sapanv @kunalrao @SahilBulla @PiratedSardar @TheBanat Can you do a parody episode of the… URL
2018-08-04 07:55:20,"RT @MomentumCV: Non, Madame! President Macron would have preferred to be jollying with Boris Johnson. Mrs Maybot is a dangerous joke. We kn…"
2018-08-04 07:52:59,"RT @MomentumCV: Non, Madame! President Macron would have preferred to be jollying with Boris Johnson. Mrs Maybot is a dangerous joke. We kn…"
2018-08-04 07:50:07,RT @IshwarParmarMLA: Heartiest congratulations to our Hon'ble PM Shri @narendramodi as the #NoConfidenceMotion stands defeated &amp; NDA wins w…
2018-08-04 07:42:29,"RT @MomentumCV: Non, Madame! President Macron would have preferred to be jollying with Boris Johnson. Mrs Maybot is a dangerous joke. We kn…"
2018-08-04 07:26:20,RT @IshwarParmarMLA: Heartiest congratulations to our Hon'ble PM Shri @narendramodi as the #NoConfidenceMotion stands defeated &amp; NDA wins w…
2018-08-04 07:25:57,"RT @MomentumCV: Non, Madame! President Macron would have preferred to be jollying with Boris Johnson. Mrs Maybot is a dangerous joke. We kn…"
2018-08-04 07:21:47,#modi boat has SUNK with #NoConfidenceMotion ...&amp;along with him #bjpparty too. The #Piratemodi has already jumped o… URL
2018-08-04 07:20:54,"RT @MomentumCV: Non, Madame! President Macron would have preferred to be jollying with Boris Johnson. Mrs Maybot is a dangerous joke. We kn…"
2018-08-04 07:19:29,"RT @MomentumCV: Non, Madame! President Macron would have preferred to be jollying with Boris Johnson. Mrs Maybot is a dangerous joke. We kn…"
2018-08-04 07:17:14,"Non, Madame! President Macron would have preferred to be jollying with Boris Johnson. Mrs Maybot is a dangerous jok… URL"
2018-08-04 07:16:54,RT @INCIndia: Congress President @RahulGandhi addresses the Parliament during the #NoConfidenceMotion URL
2018-08-04 07:00:21,"RT @KiranKS: Chandrababu Naidu:
In 1970s enjoyed power with Sanjay Gandhi &amp; Congress. 
In 1980s enjoyed power with NTR &amp; TDP.
In 1990s and…"
2018-08-04 06:57:34,RT @IshwarParmarMLA: Heartiest congratulations to our Hon'ble PM Shri @narendramodi as the #NoConfidenceMotion stands defeated &amp; NDA wins w…
2018-08-04 06:45:15,RT @IshwarParmarMLA: Heartiest congratulations to our Hon'ble PM Shri @narendramodi as the #NoConfidenceMotion stands defeated &amp; NDA wins w…
2018-08-04 06:42:14,"RT @abhishkJntrMnt: #खट्टर_का_काला_चिठ्ठा  
#NoConfidenceMotion
@HarshadeSilvaMP @MohamedNasheed @NalakaG @akashbanerjee @hmtvlive @TV9Telu…"
2018-08-04 06:30:56,"RT @YGaurav_: @narendramodi Back in 1999 ; 

BJP -- 182  
CONgress -- 101 
other regional parties -- 101 seats. 

Atal Bihari Vajpayee ji w…"
2018-08-04 06:21:12,"RT @UrstrulyHarshal: So #NoConfidenceMotion is being seen as a self goal by @INCIndia. Why did they bring this in the first place?

#TSDCom…"
2018-08-04 06:13:03,"RT @SahilPagrotra: So #NoConfidenceMotion is being seen as a self goal by @INCIndia. Why did they bring this in the first place? 😂 😂 😂 

#T…"
2018-08-04 06:11:44,"RT @MrWWERoyal: Guys watch WWE Top 10 Finishers On Announce Table : URL

#WWEStLouis #WWE #WWELexington #WWE2k19 #WWENX…"
2018-08-04 06:11:39,"RT @MissCricketian: Rahul Gandhi will be the first one to speak on #NoConfidenceMotion in parliament. This might happen..

#TSDComics https…"
2018-08-04 06:07:56,RT @theskindoctor13: Reason why @RahulGandhi is claiming that @EmmanuelMacron had told him that there is no secrecy pact between India &amp; Fr…
2018-08-04 05:37:06,"RT @zairawasims: Good Morning everyone 🌿🌺
❤️❤️❤️

#NoConfidenceMotion #Dhadak #GSTCouncilMeet #Zero #Bharat
#AamirKhan #ThugsOfHindostan #Z…"
2018-08-04 04:59:41,"RT @AjantaNews: Congress praises Rahul Gandhi’s speech in the Lok Sabha, BJP emphasizes on facts: More Updates 

#NoConfidenceMotion
#LokSa…"
2018-08-04 04:57:01,"RT @abhishkJntrMnt: Rahul Gandhi
#NoConfidenceMotion
Watch how the the honest soldier is wrongly framed into the Sedition case.
#फौजी_का_अप…"
2018-08-04 04:45:24,"RT @ncbn: I want to thank all the national and regional parties who supported us in our fight for justice, inspite of all the political bar…"
2018-08-04 04:37:01,"RT @sat_kha: @TajinderBagga 😅😅😄😄🤣🤣🤣
Watching n must b cursing themselves for planning #NoConfidenceMotion 
And in frustration using bad wor…"
2018-08-04 04:34:47,"RT @sat_kha: After listening to  @narendramodi ji's reply.

It would be regret of the century for opposition who engineered #NoConfidenceMo…"
2018-08-04 03:56:53,RT @eOrganiser: NDA has the confidence of the Lok Sabha and the 125 crore people of India. I thank all the parties that have supported us i…
2018-08-04 03:50:27,RT @AmitThakerBJP: Rahuls winking of his eyes at his Coleague inside parliament . A temple  of democracy . Shows his seriousness towards hi…
2018-08-04 03:32:01,RT @ncbn: This is a fight between majority and morality. We want the provisions of the Act and promises made to people of Andhra Pradesh du…
2018-08-04 03:25:57,"RT @INCIndia: PM Modi's record on internal security is atrocious. In fact Kashmir is on fire primarily because of his incompetence.
#ModiLi…"
2018-08-04 03:23:35,"RT @ravinderburari: @narendramodi @PaulKagame Even Taylor Swift has something to say on the #NoConfidenceMotion

Get well soon.....
 https:…"
2018-08-04 03:05:04,RT @BJP4India: #NoConfidenceMotion defeated #IndiaTrustsModi. URL
2018-08-04 02:53:59,"RT @ncbn: I want to thank all the national and regional parties who supported us in our fight for justice, inspite of all the political bar…"
2018-08-04 02:34:10,"RT @KapilSibalteam: To be a good leader, one doesn't need a 56"" chest as even a smaller chest with a bigger heart does the job!
#NoConfiden…"
2018-08-04 02:34:07,"RT @chanderkent: We, d 50000 flatowners of Amrapali projects in Noida &amp; Gr Noida also give a #NoConfidenceMotion notice 2 d BJP Govt at cen…"
2018-08-04 02:01:31,RT @eOrganiser: NDA has the confidence of the Lok Sabha and the 125 crore people of India. I thank all the parties that have supported us i…
2018-08-04 01:41:10,RT @ysjagan: Keenly following the happenings at the Loksabha #NoConfidenceMotion. I will react on this episode at tomorrow’s 8:30am press c…
2018-08-04 01:38:02,"RT @TiimesHow: Breaking News : Rahul Gandhi to fly to Bangkok tonight for the weekend after losing the #NoConfidenceMotion for vacation.

#…"
2018-08-04 01:37:55,"RT @TiimesHow: Just In : ""So what if Rahul Gandhi Ji lost the #NoConfidenceMotion today. Atleast he proved that his charm, aura &amp; impact is…"
2018-08-04 00:55:41,"RT @ncbn: Initiating the #NoConfidenceMotion, @jaygalla comprehensively exposed injustice done to AP. On behalf of 5 Cr people of AP, we de…"
2018-08-03 22:16:34,"RT @DaaruBaazMehta: MUST WATCH

AAP Punjab MP @BhagwantMann Powerful Speech in the Parliament in support of the #NoConfidenceMotion against…"
2018-08-03 20:25:18,"RT @VSReddy_MP: It's is proved in Parliament today that 
@ncbn is wholely and solely responsible for AP not getting Spl. Category status as…"
2018-08-03 19:55:40,"RT @ncbn: Initiating the #NoConfidenceMotion, @jaygalla comprehensively exposed injustice done to AP. On behalf of 5 Cr people of AP, we de…"
2018-08-03 19:53:06,RT @ncbn: This is a fight between majority and morality. We want the provisions of the Act and promises made to people of Andhra Pradesh du…
2018-08-03 19:20:01,Reading the frenzied conversations on twitter about how Govt. can push the contact number to mobile phones? And the… URL
2018-08-03 18:57:13,May cannot be trusted !!! She is a Remainer !! #MayMustGo #NoConfidenceMotion URL
2018-08-03 18:47:37,PM Modi Is The Best Actor : Srinivas Kesineni Mocks PM's Lok Sabha Speech | #NoConfidenceMotion URL
2018-08-03 18:34:10,RT @PashaSehgal: #NoConfidenceMotion #RaGa's hug to @narendramodi may be some gesture but what does this #wink mean? URL
2018-08-03 18:34:07,RT @PashaSehgal: #NoConfidenceMotion Befitting reply by PM @narendramodi supported by facts and data. Pleasure listening to him. URL.…
2018-08-03 17:49:40,"RT @Shehzad_Ind: Exclusive footage 

#NoConfidenceMotion ;) URL"
2018-08-03 17:40:09,No one shall vote for #TDP in #AndhraPradesh as they wasted country's resources on #NoConfidenceMotion
2018-08-03 17:33:56,RT @smitabarooah: So mitron? You still need more reasons to vote him back in 2019? 😉 #NoConfidenceMotion
2018-08-03 17:02:16,"RT @ManviDad: The man behind @JayGalla's speech!! @ysjagan 

#YSRCPForAPSCS 
#NoConfidenceMotion 
@ndtv @TimesNow @timesofindia @htTweets @…"
2018-08-03 16:58:43,@SkyNewsBreak Hopefully not our prime minister for much longer #WeAreCorbyn #ToriesOut #NoConfidenceMotion Jeremy C… URL
2018-08-03 16:38:52,RT @BJP4India: We cannot thank you enough for the entertainment! #NoConfidenceMotion URL
2018-08-03 16:30:11,"RT @ndtv: “You can abuse me, you can call me Pappu, but I don’t have a speck of hatred against you. I will take out this hatred out of you…"
2018-08-03 16:26:37,"RT @Azimkhan_nsui: Love, equality, secularism is what we stand for.  #IamCongress and i am  privileged that we are led by shri @RahulGandhi…"
2018-08-03 16:21:35,Remember that #NoConfidenceMotion day ?? Such fun 😁.
2018-08-03 16:14:59,RT @BJP4India: PM Modi is addressing the Parliament on #NoConfidenceMotion. Watch at URL #IndiaTrustsModi URL
2018-08-03 16:14:31,RT @ysjagan: Keenly following the happenings at the Loksabha #NoConfidenceMotion. I will react on this episode at tomorrow’s 8:30am press c…
2018-08-03 16:14:00,RT @VivekSingr_: If the Court will have to deliver judgement as per the Govt's liking or disliking then Who will people look up to for just…
2018-08-03 16:13:47,"RT @vishwakarma1324: #फौजी_का_अपमान
Is not acceptable for any Indian but our unfortunately it has been happened.
An Army man has been beari…"
2018-08-03 15:27:03,RT @BhaavnaArora: Pappu after his speech #NoConfidenceMotion URL
2018-08-03 15:13:45,"RT @ncbn: I want to thank all the national and regional parties who supported us in our fight for justice, inspite of all the political bar…"
2018-08-03 14:27:48,"RT @SirJadejaaaa: Who'll Win #SoniaVersusModi?

RT -Modi
Fav -Sonia Gandhi

#NoConfidenceMotion #MonsoonSession URL"
2018-08-03 14:25:47,"RT @SirJadejaaaa: Who'll Win #SoniaVersusModi?

RT -Modi
Fav -Sonia Gandhi

#NoConfidenceMotion #MonsoonSession URL"
2018-08-03 14:25:39,"RT @Hitarth_Dhebar: First, #impeachment_motion then #no_trust_motion... It seems @INCIndia is edging close to its target #Loose_motion ...…"
2018-08-03 14:25:30,"RT @SirJadejaaaa: Yet Another Moral Victory. Rahul Gandhi Is The Only Politician Who Never Loses? 😂😂😂

#NoConfidenceMotion #ModiTrustVote #…"
2018-08-03 14:24:37,"RT @SirJadejaaaa: Jokes Apart. 2019 Is Done Anyway.  If Congress Is Anymore Serious Abt Winning The 2024 Elections, It Sud Start By Sacking…"
2018-08-03 13:09:22,"RT @Ra_THORe: Rahul Gandhi has the audacity to call Surgical Strikes, a 'Jumla Strike'. 

It is shameful to use this kind of language for o…"
2018-08-03 13:04:05,"RT @DhanrajDara1: #NoConfidenceMotion   
                                           Now the time to #खूनी_सरकार .......
#अंधाकानून ,…"
2018-08-03 13:00:31,"RT @ncbn: I want to thank all the national and regional parties who supported us in our fight for justice, inspite of all the political bar…"
2018-08-03 12:56:49,RT @IshwarParmarMLA: Heartiest congratulations to our Hon'ble PM Shri @narendramodi as the #NoConfidenceMotion stands defeated &amp; NDA wins w…
2018-08-03 12:20:02,RT @IshwarParmarMLA: Heartiest congratulations to our Hon'ble PM Shri @narendramodi as the #NoConfidenceMotion stands defeated &amp; NDA wins w…
2018-08-03 12:19:31,"RT @Bharti_1234: Rahul Gandhi
#NoConfidenceMotion
Watch how the the honest soldier is wrongly framed into the Sedition case.
#फौजी_का_अपमान…"
2018-08-03 12:17:10,"RT @ncbn: Initiating the #NoConfidenceMotion, @jaygalla comprehensively exposed injustice done to AP. On behalf of 5 Cr people of AP, we de…"
2018-08-03 12:11:43,RT @IshwarParmarMLA: Heartiest congratulations to our Hon'ble PM Shri @narendramodi as the #NoConfidenceMotion stands defeated &amp; NDA wins w…
2018-08-03 11:12:57,"RT @YGaurav_: @narendramodi Back in 1999 ; 

BJP -- 182  
CONgress -- 101 
other regional parties -- 101 seats. 

Atal Bihari Vajpayee ji w…"
2018-08-03 10:42:00,"RT @iPurohitHarshal: Thnx @RahulGandhi for speaking out d truth that ur own @INCIndia couldn't teach u what Congress is,What Being Hindusta…"
2018-08-03 10:19:40,#NarendraModi set the record straight for all those propagating #NoConfidenceMotion against the #NDA govt. Beating… URL
2018-08-03 09:46:23,RT @naralokesh: Rightly said by @JayGalla - “This is not a war between BJP and TDP” but a war between the Modi regime and the 5 crore peopl…
2018-08-03 09:44:03,"RT @YGaurav_: @narendramodi Back in 1999 ; 

BJP -- 182  
CONgress -- 101 
other regional parties -- 101 seats. 

Atal Bihari Vajpayee ji w…"
2018-08-03 09:33:58,"RT @YGaurav_: @narendramodi Back in 1999 ; 

BJP -- 182  
CONgress -- 101 
other regional parties -- 101 seats. 

Atal Bihari Vajpayee ji w…"
2018-08-03 09:04:57,RT @varunpuri1984: I thank you @RahulGandhi for for the entertainment for the day . It was real treat to see you speak in parliament . Now…
2018-08-03 08:15:52,"When a Gov't or party are not concerned about deliberately wrecking the economy and the harm it will do to us, its… URL"
2018-08-03 08:12:21,"RT @NeetuGarg6: Watched @RahulGandhi ‘s speech in Office canteen while having buffet lunch with around 100 colleagues. On a serious note, s…"
2018-08-03 07:55:53,RT @diptidange: @ghost22090440 @ankurshah077077 @Rppatel40 @rclcpa4 @Prakash12Joshi @Mukeshreal02 @mahendra24_ @wani_darshan @Rakesh25182 @…
2018-08-03 07:51:40,"RT @ronnieynr: Follow everyone who RT and Like this 
#NewLightOfHope #FollowTrain
#ChoriAurSinaJori #Mindset #JoYTrain #NoConfidenceMotion"
2018-08-03 07:39:31,RT @ncbn: This is a fight between majority and morality. We want the provisions of the Act and promises made to people of Andhra Pradesh du…
2018-08-03 07:29:46,"RT @ncbn: Initiating the #NoConfidenceMotion, @jaygalla comprehensively exposed injustice done to AP. On behalf of 5 Cr people of AP, we de…"
2018-08-03 07:25:20,@SreenivasanJain @MegastarForever This ones from the people who forced @JaiTDP  to move #NoConfidenceMotion #AndhraPradesh #Telugu
2018-08-03 07:15:10,"RT @YGaurav_: @narendramodi Its matter of shame for ""Rahul Gandhi"" and  CONgress . PM @narendramodi smashed them with his speech. #NoConfid…"
2018-08-03 07:14:01,RT @ncbn: This is a fight between majority and morality. We want the provisions of the Act and promises made to people of Andhra Pradesh du…
2018-08-03 07:07:10,"RT @ncbn: I want to thank all the national and regional parties who supported us in our fight for justice, inspite of all the political bar…"
2018-08-03 07:02:26,RT @diptidange: @ghost22090440 @ankurshah077077 @Rppatel40 @rclcpa4 @Prakash12Joshi @Mukeshreal02 @mahendra24_ @wani_darshan @Rakesh25182 @…
2018-08-03 06:24:26,"RT @ncbn: I want to thank all the national and regional parties who supported us in our fight for justice, inspite of all the political bar…"
2018-08-03 06:22:46,"@sagarikaghose @abpnewstv Why you re showing so much love on #ModiGvt?
The boss(Public) of democracy. we know well… URL"
2018-08-03 05:48:42,@DrGPradhan @rssurjewala @narendramodi @AmitShah @KapilSibal This guy seems like seriously threatened by Pappu &amp; ma… URL
2018-08-03 04:58:50,"RT @CharuPragya: They say they have the numbers. Have they forgotten how to count?

Let’s wait and watch as @INCIndia relearns counting tod…"
2018-08-03 03:56:40,"RT @ncbn: Initiating the #NoConfidenceMotion, @jaygalla comprehensively exposed injustice done to AP. On behalf of 5 Cr people of AP, we de…"
2018-08-03 03:51:15,RT @ncbn: This is a fight between majority and morality. We want the provisions of the Act and promises made to people of Andhra Pradesh du…
2018-08-03 03:47:53,"RT @ncbn: I want to thank all the national and regional parties who supported us in our fight for justice, inspite of all the political bar…"
2018-08-03 03:14:41,"RT @gops333: Star of the day.. &amp; the future of India too.. #RahulGandhi
#NoConfidenceMotion 
#HugNotHate 
@INCIndia @RahulGandhi @divyaspan…"
2018-08-03 03:10:42,"RT @YGaurav_: @narendramodi Its matter of shame for ""Rahul Gandhi"" and  CONgress . PM @narendramodi smashed them with his speech. #NoConfid…"
2018-08-03 03:07:13,"RT @gops333: Star of the day.. &amp; the future of India too.. #RahulGandhi
#NoConfidenceMotion 
#HugNotHate 
@INCIndia @RahulGandhi @divyaspan…"
2018-08-03 02:08:24,"RT @YGaurav_: @narendramodi Back in 1999 ; 

BJP -- 182  
CONgress -- 101 
other regional parties -- 101 seats. 

Atal Bihari Vajpayee ji w…"
2018-08-03 01:56:41,"RT @drjgeetareddy: No jobs, sluggish economic growth, states feel betrayed, women insecure, farmers distraught, youth let down, no reductio…"
2018-08-03 01:49:34,"RT @Smart_Gujju: @_pushkarna @Jeevan_sanchore @sardanarohit Congress leaders congratulating #RahulGandhi after todays speech

#NoConfidence…"
2018-08-03 01:17:58,"RT @YGaurav_: No of seats - 544
Present no - 535
Seats required for majority - 268

Total BJP MP - 273
NDA - 311
NDA without shivsena - 293…"
2018-08-03 00:49:13,"RT @Mahaveerdas97: #NoConfidenceMotion
@mlkhattar Govt. and IG Anil Rao is responsible for Barwala Scandal 2014.
In police proceedings 6 pe…"
2018-08-03 00:21:58,"RT @YGaurav_: @narendramodi Its matter of shame for ""Rahul Gandhi"" and  CONgress . PM @narendramodi smashed them with his speech. #NoConfid…"
2018-08-02 22:04:04,RT @UnPaidTimes: 'Sonia Madam is correct that we have the numbers to win #noconfidencemotion against Modi Govt. I myself did all the maths…
2018-08-02 21:52:00,RT @UnPaidTimes: 'Sonia Madam is correct that we have the numbers to win #noconfidencemotion against Modi Govt. I myself did all the maths…
2018-08-02 21:09:36,RT @UnPaidTimes: 'Sonia Madam is correct that we have the numbers to win #noconfidencemotion against Modi Govt. I myself did all the maths…
2018-08-02 21:08:39,RT @UnPaidTimes: 'Sonia Madam is correct that we have the numbers to win #noconfidencemotion against Modi Govt. I myself did all the maths…
2018-08-02 20:23:05,"RT @drshamamohd: Energy policies changed in order to benefit Adani by Rs 7000 cr 

Rs 60,145 cr #rafale deal struck just to benefit Relianc…"
2018-08-02 20:22:10,RT @ANI: RJD National Spokesperson Shankar Charan Tripathi has been expelled from the party.Tripathi had criticized Rahul Gandhi for huggin…
2018-08-02 20:16:20,"RT @YGaurav_: @narendramodi Its matter of shame for ""Rahul Gandhi"" and  CONgress . PM @narendramodi smashed them with his speech. #NoConfid…"
2018-08-02 19:23:13,"#NoConfidenceMotion #CyberSecurity 
quote : ""But they offered few details about what they were seeing from Russia o… URL"
2018-08-02 19:15:00,"Over-confidence in  #noconfidencemotion
#Tehelkaexclusive #TehelkaMagazine
URL"
2018-08-02 18:03:47,RT @theskindoctor13: Reason why @RahulGandhi is claiming that @EmmanuelMacron had told him that there is no secrecy pact between India &amp; Fr…
2018-08-02 17:40:46,RT @twooshar: @neil_eye @CKP__Vignesh @LillyMaryPinto Yeah if Bal Thackeray had lived he would felt more ashamed to see his son taking neut…
2018-08-02 17:18:30,"RT @bsindia: After hug, the wink! #RahulGandhi's affection ambush startles PM #Modi 

#NoConfidenceMotion URL"
2018-08-02 17:09:00,"My Article on #NoConfidenceMotion
Thanks @UrmileshJ translated from your video
@Sharuaat_Mag URL"
2018-08-02 16:56:36,"RT @OpIndia_com: Who did it better? Rahul vs KRK 

#NoConfidenceMotion URL"
2018-08-02 16:50:02,"RT @TeluguGarjana: We welcome everyone to participate in deeksha today at #Ongole. 

#APDemandsJustice #NoConfidenceMotion #CBNDharmaporata…"
2018-08-02 16:30:20,RT @simbamara: PM exposes @INCIndia’s NPA MESS during #NoConfidenceMotion :''UPA Govt created system of “Underground Loot” from 2008 to 201…
2018-08-02 16:29:10,"RT @Misandry_Kills: #NoConfidenceMotion
#RahulHugsModi
#Rahulspeaks

Will #Modi app add these features on #MenKiBaat ??

Our #MannKiBaat…"
2018-08-02 16:13:37,"Well, As i can see. This is the how the Congress Math teacher behaves when someone questions them. You are most Wor… URL"
2018-08-02 15:48:56,RT @RealHistoryPic: That face When you try hard to stop yourself from crying. (2018) #NoConfidenceMotion URL
2018-08-02 15:46:16,"RT @Son969: #NoConfidenceMotion
#खट्टर_का_काला_चिट्ठा
#खूनी_सरकार
#देशकादुश्मन_IG_अनिलराव
Govt. keep police force for the safety and securi…"
2018-08-02 15:41:50,"RT @DhanrajDara1: #NoConfidenceMotion   
                                           Now the time to #खूनी_सरकार .......
#अंधाकानून ,…"
2018-08-02 15:38:30,"RT @abhishkJntrMnt: Rahul Gandhi
#NoConfidenceMotion
Watch how the the honest soldier is wrongly framed into the Sedition case.
#फौजी_का_अप…"
2018-08-02 15:29:01,"RT @abhishkJntrMnt: #खट्टर_का_काला_चिठ्ठा  
#NoConfidenceMotion
@HarshadeSilvaMP @MohamedNasheed @NalakaG @akashbanerjee @hmtvlive @TV9Telu…"
2018-08-02 15:21:11,"RT @harshishettyan: This is what with Rahul Gandhi

#NoConfidenceMotion URL"
